id	name	city	zipcode	street	house_number	telephone	fax	email	website	longitude	latitude
9096183	Polizeistation Garding	Garding	25836	Osterende	10	+49 4862 2174890	+49 431 9886443812	Garding.PSt@polizei.landsh.de		8.783718945799302	54.33077689841562
9096209	Polizeistation Geschendorf	Geschendorf	23815	Dorfstraße	44	+49 4553 710	+49 4553 15265	Geschendorf.PSt@polizei.landsh.de		10.443137740649602	53.921759817482005
9096222	Polizeistation Grömitz	Grömitz	23743	Gildestraße	1	+49 4562 22000	+49 4562 2200-20	groemitz.pst@polizei.landsh.de		10.952361832580278	54.147460017820045
9096263	Polizeistation Großenbrode	Großenbrode	23775	Strandstraße	2 a	+49 4367 310	+49 4367 717732	Grossenbrode.PSt@polizei.landsh.de		11.084547033195195	54.36891532136215
9096276	Polizeistation Großhansdorf	Großhansdorf	22927	Kortenkamp	18	+49 4102 4565-0	+49 4102 4546-119	Grosshansdorf.PSt@polizei.landsh.de		10.281063163830899	53.64827857978477
9096289	Polizeistation Grube	Grube	23749	Hauptstraße	69	+49 4364 7669920	+49 4364 76699219	Grube.PSt@polizei.landsh.de		11.035746386472306	54.228401601289896
9096302	Kriminalpolizeistation Ahrensburg	Ahrensburg	22926	An der Reiterbahn	5	+49 4102 809-0	+49 4102 809203	Ahrensburg.KPSt@polizei.landsh.de		10.47918788643361	53.503720380739416
9096328	Polizeistation Handewitt	Handewitt	24983	Hauptstraße	9	+49 4608 6061370	+49 431 988644-2851	Handewitt.PSt@poliziei.landsh.de		9.324320277105333	54.765593242604815
9096341	Polizeistation Hanerau-Hademarschen	Hanerau-Hademarschen	25557	Lindenstraße	2 a	+49 4872 5229930	+49 4872 52299319	Hanerau-Hademarschen.PSt@polizei.landsh.de		9.42110809317967	54.11988603448143
9096384	Polizeistation Hassee	Kiel	24113	Rendsburger Landstraße	206	+49 431 160-1352	+49 431 160-1369	Hassee.PSt@polizei.landsh.de		10.113217306521896	54.30132477160224
9096397	Polizeistation Hattstedt	Hattstedt	25856	Amtsweg	10	+49 4846 2079950	+49 431 9886443834	Hattstedt.PSt@polizei.landsh.de		9.0291287	54.52481907
9096410	Polizeistation Heikendorf	Heikendorf	24226	Grasweg	2	+49 431 1601710	+49 431 1601719	Heikendorf.PSt@polizei.landsh.de		10.21319667694874	54.37254161396564
9096473	Polizeistation Hohenlockstedt	Hohenlockstedt	25551	Kieler Straße	55	+49 4826 3767570	+49 4826 675719	Hohenlockstedt.PST@polizei.landsh.de		9.62088857891518	53.96415480343546
9096529	Polizeistation Holtenau	Kiel	24159	Kanalstraße	46	+49 431 361165	+49 431 3645487	Holtenau.PSt@polizei.landsh.de		10.144359829955109	54.36960018162906
9096542	Polizeistation Garbek	Wensin	23827	Segeberger Straße	3	+49 4559 1883540	+49 4559 18835419	Garbek.PSt@polizei.landsh.de		8.292362405170044	54.756139244430585
9096555	Polizeistation Horst (Holstein)	Horst (Holstein)	25358	Wilhelm-Busch-Weg	7 - 9	+49 4126 6299930	+49 4126 62999319	Horst.PST@polizei.landsh.de		9.612278119225548	53.81277509997187
9096570	Polizeistation Husby	Husby	24975	Flensburger Straße	40-42	+49 4634 939798-0	+49 431 9886442863	Husby.PSt@polizei.landsh.de		9.527873924992672	54.74931512481758
9096583	Polizeistation Hutzfeld	Bosau	23715	Wöbser Straße	4 - 6	+49 4527 510	+49 4527 972531	Hutzfeld.PSt@polizei.landsh.de		10.47496376727612	54.08904395119166
9096609	Polizeistation Jevenstedt	Jevenstedt	24808	Schwaber Straße	18	+49 4337 295124	+49 4337 913867	Jevenstedt.PSt@polizei.landsh.de		9.672454250132798	54.23465279320245
9096672	Polizeistation Krempe	Krempe	25361	Süderstraße	40	+49 4824 8719400	+49 4824 8719419	Krempe.PSt@polizei.landsh.de		9.486568600728235	53.83459237350069
9096698	Polizeistation Kücknitz	Lübeck, Hansestadt	23569	Kücknitzer Hauptstraße	1	+49 451 1317300	+49 431 9886446732	kuecknitz.pst@polizei.landsh.de		10.805060186001896	53.912421442834294
9096713	Polizeistation Kummerfeld	Kummerfeld	25495	Dorfstraße	1	+49 4101 71043	+49 431 9886449822	Kummerfeld.PSt@polizei.landsh.de		9.791455507509944	53.69287216175267
9096763	Polizeistation Langenhorn	Langenhorn	25842	Marktstraat	12	+49 4672 510	+49 4672 777623			8.910123777417226	54.67197034173513
9096776	Polizeistation Leezen	Leezen	23816	Raiffeisenstraße	6	+49 4552 3439910	+49 4552 34399119	Leezen.PSt@polizei.land.sh		10.24775195961813	53.86408407883512
9096791	Polizeistation Lensahn	Lensahn	23738	Lübecker Straße	19	+49 4363 7939830	+49 4363 79398319	Lensahn.PSt@polizei.landsh.de		10.885587026114264	54.220435503499964
9096817	Polizeistation Malente	Malente	23714	Kampstraße	14	+49 4523 20178-0	+49 4523 20178-19	malente.pst@polizei.landsh.de		10.557737598557129	54.170990436413845
9096845	Polizeistation Mettenhof	Kiel	24114	Skandinaviendamm	251	+49 431 160-1372	+49 431 160-1399	Mettenhof.PSt@polizei.landsh.de		10.05738787873588	54.32570820182378
9096871	Polizeistation Moisling	Lübeck, Hansestadt	23560	Niendorfer Straße	15	+49 451 1317430	+49 431 9886446744	moisling.pst@polizei.landsh.de		10.701509762886076	53.80533797736232
9096886	Polizeistation Molfsee	Molfsee	24113	Hamburger Chaussee	25	+49 4347 90296830	+49 4347 90296839	Molfsee.PSt@polizei.landsh.de		10.066097320107447	54.26510718090074
9096914	Polizeistation Mürwik/Fruerlund	Flensburg	24944	Fichtestraße	2	+49 461 484-4220	+49 431 9886442723	Flensburg-Muerwikfruerlund.PSt@polizei.landsh.de		9.456965303579594	54.80220644985759
9096927	Polizeistation Nebel auf Amrum	Nebel	25946	Sanghughwai	12 a	+49 4682 7189970	+49 431 9886443871	Nebel.PSt@polizei.landsh.de		8.344441636293954	54.64872988532782
9096940	Polizeistation Neukirchen	Neukirchen (Ostholstein)	23779	Dorfstraße	24	+49 4664 410	+49 4664 983276			11.01482237475051	54.322379608899254
9096953	Polizeistation Norderstedt-Ost	Norderstedt	22850	Poppenbütteler Straße	178	+49 40 23462150	+49 40 234621519	Norderstedt-Ost.Pst@polizei.landsh.de		10.035711336713696	53.688789475930555
9096966	Polizeistation Norderstedt-Mitte	Norderstedt	22846	Rathausallee	78	+49 40 535362-0	+49 40 535362-33	Norderstedt-Mitte.PSt@polizei.landsh.de		9.990684590235505	53.708172786323736
9096992	Polizeistation Flensburg Nord	Flensburg	24937	Neustadt	30	+49 461 484-4270	+49 431 9886442727	Flensburg-Nord.PSt@polizei.landsh.de		9.41402884551227	54.798806407335384
9097018	Polizeistation Nusse	Nusse	23896	Klingenberg	7	+49 4543 435980	+49 4543 4359819	Nusse.PSt@polizei.landsh.de		10.57679711623636	53.65453658689331
9097057	Polizeistation Osterrönfeld	Osterrönfeld	24783	Wehrautal	2	+49 4331 3322630	+49 4331 33226319	Osterroenfeld.PSt@polizei.landsh.de		9.691768731213212	54.28944098240752
9097083	Polizeistation Oststeinbek	Oststeinbek	22113	Möllner Landstraße	59	+49 40 3503133-0	+49 431 9886448872	Oststeinbek.PSt@polizei.landsh.de		10.169335995907101	53.53996366851345
9097096	Polizeistation Owschlag	Owschlag	24811	An der Post	2	04336 2919850	+49 4336 29198519	Owschlag.PSt@polizei.landsh.de		9.59080983374232	54.39274682784183
9097109	Polizeistation Pellworm	Pellworm	25849	Uthlandestraße	1	+49 4844 310	+49 431 9886443836	Pellworm.PSt@polizei.landsh.de		8.68400992864761	54.52034001831798
9097146	Polizeistation Quickborn	Quickborn (Pinneberg)	25451	Ernst-Abbe-Straße	10	+49 4106 6300-0	+49 4106 6300-108	Quickborn.PST@polizei.landsh.de		9.932812367039517	53.74836691940194
9097174	Polizeistation Ratekau	Ratekau	23626	Bäderstraße	36	+49 4504 708888-0	+49 431 9886446871	Ratekau.PSt@polizei.landsh.de		10.733369384571793	53.94621870645967
9097187	Polizeistation Reinfeld (Holstein)	Reinfeld (Holstein)	23858	Barnitzer Straße	10	+49 4533 793400	+49 4533 791719	Reinfeld.PSt@polizei.landsh.de		10.490470450688415	53.83598920040786
9097200	Polizeistation Rickling	Rickling	24635	Dorfstraße	35 a	+49 4328 4299930	+49 4328 42999319	Rickling.PSt@polizei.landsh.de		10.163499802067086	54.00810843511393
9097213	Polizeistation Rieseby	Rieseby	24354	Dorfstraße	13	+49 4355 510	+49 4355 999601	Rieseby.PSt@polizei.landsh.de		9.81852410111956	54.54217302058898
9097252	Polizeistation Sandesneben	Sandesneben	23898	Am Amtsgraben	4	+49 4536 152227	+49 4536 808650	Sandesneben.PSt@polizei.landsh.de		10.482392368601815	53.68509555626345
9097291	Polizeistation Sankt Peter-Ording	Sankt Peter-Ording	25826	Deichgrafenweg	4	+49 4863 9589160	+49 431 9886443811	St.Peter-Ording@polizei.landsh.de		8.626401824015009	54.30717198564567
9097304	Polizeistation Mittelangeln (Satrup)	Mittelangeln	24986	Flensburger Straße	6	+49 4633 351133	+49 431 9886442843	Mittelangeln.PSt@polizei.landsh.de		9.60404067205034	54.690880798257695
9097330	Polizeistation Schafflund	Schafflund	24980	Tannenweg	1	+49 4639 362990-0	+49 431 9886442852	Schafflund.PSt@polizei.landsh.de		9.188337081063203	54.757302944023095
9097343	Polizeistation Scharbeutz	Scharbeutz	23684	Kammerweg	36	+49 4503 357219	+49 4503 357220	Scharbeutz.PSt@polizei.landsh.de		10.754452158690476	54.016420827594416
9097356	Polizeistation Schenefeld (Krs Pinneberg)	Schenefeld	22869	Kiebitzweg	22	+49 040 8300053-0	+49 040 8300053-30	SchenefeldPbg.PSt@polizei.landsh.de		9.836457201619446	53.60428288958772
9097369	Polizeistation Schilksee	Kiel	24159	Langenfelde	123 c	+49 431 372363	+49 431 3003992	Schilksee.PSt@polizei.landsh.de		10.171755530923365	54.416825644678724
9097382	Polizeistation Schlutup	Lübeck, Hansestadt	23566	Mecklenburger Straße	37 - 43	+49 451 1317330	+49 431 9886446733	schlutup.pst@polizei.landsh.de		10.799024361992526	53.887936113973545
9097397	Polizeistation Schönkirchen	Schönkirchen	24232	Dorfstraße	1	+49 4348 2154900	+49 4348 21549019	Schönkirchen.PSt@polizei.landsh.de		10.223050051754058	54.33893002206748
9097410	Polizeistation Schönwalde am Bungsberg.	Schönwalde am Bungsberg	23744	Eutiner Straße	6	+49 4528 510	+49 4528 913995	Schoenwalde.PSt@polizei.landsh.de		10.752996498678153	54.1870345901581
9097436	Polizeistation Schwedeneck	Schwedeneck	24229	Alte Dorfstraße	31	+49 4308 410	+49 4308 183909	Schwedeneck.PSt@polizei.landsh.de		10.075504720107917	54.474681938210914
9097449	Polizeistation Seedorf	Seedorf (Segeberg)	23823	Berliner Straße	36	+49 4555 410	+49 4555 410	Seedorf.PSt@polizei.landsh.de		10.40110742655615	54.039653320955246
9097488	Polizeistation Silberstedt	Silberstedt	24887	Hauptstraße	41	+49 4626 4049920	+49 431 9886442821	Silberstedt.PSt@polizei.landsh.de		9.369078520780343	54.51804552848752
9097514	Polizeistation Steinbergkirche	Steinbergkirche	24972	Nordstraße	1	+49 4632 8761680	+49 431 988644-2864	Steinbergkirche.PSt@polizei.landsh.de		9.760555609737896	54.75470433781009
9097527	Polizeistation Steinburg	Steinburg	22964	Eichedeer Straße	26	+49 4534 510	+49 4534 204505			10.391577081414349	53.70574324929464
9097553	Polizeistation Gudow-Sterley	Sterley	23883	Alte Dorfstraße	22	+49 4545 310	+49 4545 789766			10.819000111497417	53.620558590725146
9097566	Polizeistation Stockelsdorf	Stockelsdorf	23617	Ahrensböker Straße	7 a	+49 451 498560	+49 451 4985620	Stockelsdorf.pst@polizei.landsh.de		10.651261178006589	53.8869308900938
9097594	Polizeistation Suchsdorf	Kiel	24107	Eckernförder Straße	425	+49 431 1601190	+49 431 1601196	Suchsdorf.PSt@polizei.landsh.de		10.082715665751778	54.35755288444286
9097607	Polizeistation Süderbrarup	Süderbrarup	24392	Team-Allee	26	+49 4641 4809830	+49 4641 480983-19	Suederbrarup.PSt@polizei.landsh.de		9.778130954245208	54.638243511934434
9097633	Polizeistation Flensburg Mitte	Flensburg	24937	Große Straße	16	+49 461 4844240	+49 431 9886442722	Flensburg-Mitte.PSt@polizei.landsh.de		9.442380604206546	54.783038299082754
9097646	Polizeistation Süsel	Süsel	23701	An der Bäderstraße	36 - 38	+49 4524 730991-0	+49 4524 73099119	Suesel.PSt@polizei.landsh.de		10.71113610527689	54.079289162137684
9097672	Polizeistation Tangstedt	Tangstedt (Stormarn)	22889	Wassermühlenweg	12	+49 4109 2049950	+49 4109 20499519	Tangstedt.PSt@polizei.landsh.de		10.089349106866473	53.7335440652044
9097685	Polizeistation Tellingstedt	Tellingstedt	25782	Teichstraße	1	+49 4838 2049910	+49 4838 20499119	Tellingstedt.PSt@polizei.landsh.de		9.278300933342946	54.21908673928032
9097726	Polizeistation Trappenkamp	Trappenkamp	24610	Am Markt	28	+49 4323 805270	+49 4323 8052719	Trappenkamp.PSt@polizei.landsh.de		10.2192444606985	54.03725862912621
9097741	Polizeistation Travemünde	Lübeck, Hansestadt	23570	Moorredder	1	+49 4502 86343-0	+49 4502 8634348	travemuende.pst@polizei.landsh.de		10.860404605268926	53.9626351486287
9097756	Polizeistation Trittau	Trittau	22946	Rausdorfer Straße	29	+49 4154 7073-0	+49 4154 7073-19	Trittau.PSt@polizei.landsh.de		10.405479036371304	53.60593541461196
9097769	Polizeistation Neumünster-Nord, Zweigstelle Tungendorf	Neumünster	24536	Hürsland	2	+49 4321 301924	+49 4321 301941	nms-nord.PSt@polizei.landsh.de		9.99659881210991	54.09238241869231
9097782	Polizeistation Uetersen	Uetersen	25436	Marktstraße	34	+49 4122 7053-0	+49 4122 705330	Uetersen.PSt@polizei.landsh.de		9.659587601588592	53.68365621012051
9097797	Polizeistation Viöl	Viöl	25884	Westerende	41	+49 4843 2044990	+49 431 9886443833	Vioel.PSt@polizei.landsh.de		9.1795594292967	54.56875510627631
9097871	Polizeistation Weiche	Flensburg	24941	Ochsenweg	32	+49 461 9987540-0	+49 461 9987540-19	Flensburg-Weiche.PSt@polizei.landsh.de		9.400290349400837	54.75761860007495
9097884	Polizeistation Wellenkamp	Itzehoe	25524	Lübscher Kamp	2	+49 4821 6025400	+49 4821 6025419	Wellenkamp.PSt@polizei.landsh.de		9.482778	53.907756
9097910	Polizeistation Wensin	Wensin	23827	Kirchweg	1	+49 4559 310	+49 4559 310	Wensin.PSt@polizei.landsh.de		10.415958621587349	53.99906747155772
9097923	Polizeistation Wentorf bei Hamburg	Wentorf bei Hamburg	21465	Südring	26	+49 40 55820195-0	+49 40 55820195-19	Wentorf.PSt@polizei.landsh.de		10.257038992721528	53.48696526604
9097936	Polizeistation Wesselburen	Wesselburen	25764	Wulf-Isebrand-Straße	1b	+49 4833 448976	+49 4833 4489777	Wesselburen.PSt@polizei.landsh.de		8.924953454130415	54.21227919755141
9097975	Polizeistation Wik	Kiel	24106	Wiker Straße	53	+49 431 160-1152	+49 431 160-1169	Wik.PSt@polizei.landsh.de		10.132555826673949	54.35623420519531
9097988	Polizeistation Wittorf	Neumünster	24539	Mühlenstraße	16	+49 4321 7079946	+49 4321 7079948	Wittorf.PSt@polizei.landsh.de		9.96858252499005	54.05389672545445
9098027	Landespolizeiamt	Kiel	24116	Mühlenweg	166	+49 431 160-0	+49 431 160-5123	STK.Kiel.LPA@polizei.landsh.de		10.10685814821424	54.33198962849225
9098042	Bezirkskriminalinspektion Flensburg	Flensburg	24937	Norderhofenden	1	+49 461 484-0	+49 431 9886442400	Flensburg.BKI@polizei.landsh.de		9.436241902930112	54.78728004688673
9098055	Bezirkskriminalinspektion Itzehoe	Itzehoe	25524	Große Paaschburg	66	+49 4821 602-0	+49 4821 602-5319	Itzhoe.BKI@polizei.landsh.de		9.523770928121149	53.92036429481577
9098070	Bezirkskriminalinspektion Kiel	Kiel	24103	Blumenstraße	2 - 4	+49 431 160-0	+49 431 160-3209	Kiel.BKI@polizei.landsh.de		10.130254903962124	54.32691369616649
9098085	Bezirkskriminalinspektion Lübeck	Lübeck, Hansestadt	23560	Possehlstraße	4	+49 451 131-3050	+49 451 131-1019	luebeck.bki@polizei.landsh.de		10.680856458798626	53.85256360437036
9098100	1. Polizeirevier Flensburg	Flensburg	24937	Norderhofenden	1	+49 461 484-0	+49 431 988644-2710	Flensburg.PRev01@polizei.landsh.de		9.436241902930112	54.78728004688673
9098548	Polizeistation Hüxtertor	Lübeck, Hansestadt	23564	Wakenitzstraße	34g	+49 451 1317460	+49 431 9886446742	luebeck.pst-hx@polizei.landsh.de		10.699122679127363	53.859292296569656
9098738	LPA Abt. 4, (WSP)	Kiel	24116	Mühlenweg	166	+49 431 16064115	+49 431 16064119	kiel.lpa@polizei.landsh.de		10.10685814821424	54.33198962849225
9098753	Wasserschutzpolizeirevier Brunsbüttel	Brunsbüttel	25541	Koogstraße	97	+49 4852 900-0	+49 4852 900-19	brunsbuettel.wsprv@polizei.landsh.de		9.1431530365014	53.89414710101721
9098768	Wasserschutzpolizeistation Flensburg	Flensburg	24939	Schiffbrücke	66	+49 461 484-6310	+49 461 484-6390	flensburg.wspst@polizei.landsh.de		9.431455762571954	54.79557619215723
9098783	Wasserschutzpolizeirstation Husum	Husum	25813	Am Außenhafen		+49 4841 830660	+49 4841 830668	husum.wspst@polizei.landsh.de		9.03290212	54.4730115
9098798	Wasserschutzpolizeirevier Kiel	Kiel	24105	Arwed-Emminghaus-Weg	11	+49 431 160-1660	+49 431 160-1609	kiel.wsprv@polizei.landsh.de		10.154906701557179	54.33565987792664
9098813	Wasserschutzpolizeirevier Lübeck-Travemünde	Lübeck, Hansestadt	23570	Am Leuchtenfeld		+49 4502 862830	+49 4502 8628348	travemuende.WSPR@polizei.landsh.de		10.8831918	53.96058
9098858	Wasserschutzpolizeistation Helgoland	Helgoland	27498	Hafenstraße	2	+49 4725 8008540	+49 4725 80085430	helgoland.wspst@polizei.landsh.de		7.89176	54.176359
9098888	Wasserschutzpolizeistation Kappeln	Kappeln	24376	Gerichtsstraße	1	+49 4642 96559-02	+49 4642 96559-229	kappeln.wspst@polizei.landsh.de		9.926609172601362	54.661687449288166
9098903	Wasserschutzpolizeistation Fehmarn	Puttgarden	23769	Am Fährhafen		+49 4371 5030853	+49 4371 5030859	puttgarden.wspst@polizei.landsh.de		11.2259459	54.5036544
9099118	Polizeistation Hennstedt (Dithmarschen)	Hennstedt (Dithmarschen)	25779	Tellingstedter Straße	8	+49 4836 2559920	+49 4836 25599219	Hennstedt.Pst@polizei.landsh.de		9.171275287567369	54.28352860054993
9099142	Polizeistation Schenefeld (Steinburg)	Schenefeld	25560	Bahnhofstraße	16 a	+49 4892 89926-0	+49 4892 8992619	Schenefeld.PSt@polizei.landsh.de		9.819346161029841	53.60136455879405
9099244	1. Polizeirevier Kiel	Kiel	24105	Düppelstraße	23	+49 431 160-1110	+49 431 160-1119	Kiel.Prev01@polizei.landsh.de		10.148349188926597	54.33895513652535
9099644	1. Polizeirevier Lübeck	Lübeck, Hansestadt	23560	Mengstraße	20	+49 451 131-6145	+49 451 131-6119	luebeck.prev01@polizei.landsh.de		10.684134412515279	53.8684684408158
9099659	1. Polizeirevier Neumünster	Neumünster	24539	Altonaer Straße	101	+49 4321 945-1111	+49 4321 945-1103	Neumuenster.PRev01@polizei.landsh.de		9.987118065002447	54.07528115120775
9099700	2. Polizeirevier Flensburg	Flensburg	24937	Norderhofenden	1	+49 461 484-0	+49 431 988644-2720	Flensburg.PRev02@polizei.landsh.de		9.436241902930112	54.78728004688673
9099726	2. Polizeirevier Kiel	Kiel	24103	Falckstraße	4	+49 431 160-1210	+49 431 160-1219	Kiel.Prev02@polizei.landsh.de		10.139839841353696	54.32422960752982
9099739	2. Polizeirevier Lübeck	Lübeck, Hansestadt	23558	Hansestraße	22	+49 451 131-6245	+49 451 131-6219	luebeck.prev02@polizei.landsh.de		10.669096908534739	53.86475100029298
9413046	Polizeibüro Büdelsdorf	Büdelsdorf	24782	Ulmenstraße	4 a	04331 208440		Buedelsdorf.Rendsburg.PR@polizei.landsh.de		9.67044412198545	54.315920088147074
9413057	Polizeistation	Büdelsdorf	24782	Ulmenstraße	4 a	04331 440-105	04331 440-120	Buedelsdorf.PSt@im.landsh.de		9.67044412198545	54.315920088147074
9440973	Bundespolizeidirektion Bad Bramstedt	Bad Bramstedt	24576	Raaberg	6	+49-4192 502-0	+49-4192 89 96 98		https://www.bundespolizei.de	9.890725210400538	53.92627788761439
11857441	Polizeistation Timmendorfer Strand	Timmendorfer Strand	23669	Wohldstraße	24a	+49 4503 40810	+49 4503 408119	Timmendorferstrand.PSt@polizei.landsh.de		8.867012118898538	54.492077165179516
219938661	Polizei-Autobahn- und Bezirksrevier Nord	Schuby	24850	Lürschau Weg	1	+49 4621 840	+49 4841 830348				
219938662	Polizeistation Buntekuh	Lübeck, Hansestadt	23558	Karavellenstraße	5a	+49 451 1317200	+49 431 9886446813	buntekuh.pst@polizei.landsh.de			
234633129	Kriminalpolizeistelle Reinbek	Reinbek	21465	Sophienstraße	5	+49 40 727707-0	+49 40 727707-119	Reinbek.KPSt@polizei.landsh.de			
234633130	Polizeistation Wankendorf	Wankendorf	24601	Mark	8	04326 6679880	04326 66798819	Wankendorf.PSt@polizei.landsh.de			
234827670	Polizeistation St. Jürgen	Lübeck, Hansestadt	23560	Alexander-Fleming-Straße	6-12	+49 451 1317430	+49 431 9886446744	St.Juergen.PSt@polizei.landsh.de			
234827673	Polizeistation Nahe	Nahe	23866	Segeberger Straße	90	04535 4399950	+49 4535 43999519	Nahe.PSt@polizei.landsh.de			
241259997	Polizeistation Neumünster Nord	Neumünster	24536	Einfelder Straße	59	04321 8775870	04321 87758719	nms-nord.pst@polizei.landsh.de			
241259998	Polizeistation Neumünster-Südost	Neumünster	24539	Mühlenstaße	16	04321 9452600	0431 9886447712	nms-suedost.pst@polizei.landsh.de			
241259999	Polizeistation Neumünster-West	Neumünster	24536	Hansaring	122	04321 9451210	04321 9451214	nms-west.pst@polizei.landsh.de			
241265000	Polizeistation Neumünster-West, Zweigestelle Faldera	Neumünster	24536	Ehndorfer Straße	118	04321 690282	04321 690283	dofaldera.pstwest@polizei.landsh.de			
258058955	Polizeistation Wellsee	Wellsee	24145	Wellseedamm	16 b	0431 1601480	0431 1601499	Wellsee.pst@polizei.landsh.de			
